trial_idx,source_vendor,source_model,source_condition,source_repeat_idx,source_label,source_quote,source_quote_sha1,source_quote_valid,ground_truth,judge_vendor,judge_model,raw_output,verdict,format_valid,supports_label
81,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,women are eligible for participation if they have stage II or III breast cancer with a tumor 2.5 cm or larger in diameter,160152c25a7ab010da6980b7b21b6fc4632b87bf,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
82,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,randomly assigned patients 2:1 with untreated locally recurrent inoperable or metastatic triple-negative breast cancer,50a04a731744183c77c6309f4fd72c4f43944b0a,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
82,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,untreated locally recurrent inoperable or metastatic triple-negative breast cancer,4e05d39ea4883688eba77cc5809eb230ee88e5f7,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
83,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,patients 18 to 75 years of age with resectable cancer of the middle or lower third of the esophagus,0baebef4cd924b3a4022d771beea312b006e770c,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
83,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,patients 18 to 75 years of age with resectable cancer of the middle or lower third of the esophagus,0baebef4cd924b3a4022d771beea312b006e770c,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
84,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,women with previously untreated recurrent and/or metastatic ERBB2-positive breast cancer were randomized,2af9700c1ac362442bdb36b45f67e71d24763b0d,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
84,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,women with previously untreated recurrent and/or metastatic ERBB2-positive breast cancer were randomized,2af9700c1ac362442bdb36b45f67e71d24763b0d,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
85,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,we assigned patients with chemorefractory metastatic colorectal cancer with mutated KRAS G12C who had not received previous treatment with a KRAS G12C inhibitor,5f29fd8a3860573fff492e09ca4330436eb220a2,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
85,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,we assigned patients with chemorefractory metastatic colorectal cancer with mutated KRAS G12C who had not received previous treatment with a KRAS G12C inhibitor,5f29fd8a3860573fff492e09ca4330436eb220a2,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
86,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,"at least one risk factor (pathological T-stage 3 or 4, Gleason score of 7-10, positive margins, or preoperative PSA ≥10 ng/mL) for biochemical progression after radical prostatectomy",44543fcedf1e506791ac2be2f6c729782b756273,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
86,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,"enrolling patients with at least one risk factor (pathological T-stage 3 or 4, Gleason score of 7-10, positive margins, or preoperative PSA ≥10 ng/mL) for biochemical progression after radical prostatectomy",a71040b3a8b377cf20ea24365216ca338c38a6ea,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
87,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,"eligible patients had histologically confirmed, radiologically evident mUC of the urinary tract",feac9e353db3a2317bbb6d8f79e649e29d2c384c,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
87,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,"eligible patients had histologically confirmed, radiologically evident mUC of the urinary tract",feac9e353db3a2317bbb6d8f79e649e29d2c384c,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
88,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,840 patients with stage IB-IIIA NSCLC from 101 centres in 14 countries were randomly assigned to observation (n=433) or to 30 mg/m(2) vinorelbine plus 100 mg/m(2) cisplatin (n=407).,b63664706fb59899ae2ce5dda6f04bdf65982d18,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
88,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,840 patients with stage IB-IIIA NSCLC from 101 centres in 14 countries were randomly assigned to observation (n=433) or to 30 mg/m(2) vinorelbine plus 100 mg/m(2) cisplatin (n=407).,b63664706fb59899ae2ce5dda6f04bdf65982d18,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
89,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,"locally recurrent NPC with tumours confined to the nasopharyngeal cavity, the post-naris or nasal septum, the superficial parapharyngeal space, or the base wall of the sphenoid sinus",72edf0593dcdbaa0c3bea1a320c43bf3f1472076,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
89,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,"locally recurrent NPC with tumours confined to the nasopharyngeal cavity, the post-naris or nasal septum, the superficial parapharyngeal space, or the base wall of the sphenoid sinus",72edf0593dcdbaa0c3bea1a320c43bf3f1472076,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
90,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,patients with stage III colon cancer,edf15d4023c95bc0cedb01d9c45ec1dbf2dc2d03,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
90,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,patients with stage III colon cancer,edf15d4023c95bc0cedb01d9c45ec1dbf2dc2d03,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
91,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,patients with sentinel-node metastases detected by means of standard pathological assessment or a multimarker molecular assay,82d72671c923b8736e62499c5d98a618f2432ae2,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
91,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,"Sentinel-lymph-node biopsy is associated with increased melanoma-specific survival (i.e., survival until death from melanoma) among patients with node-positive intermediate-thickness melanomas (1.2 to 3.5 mm).",dd2ce66947ca9e027a74abf5aab423fca1f3744c,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
93,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,"adult patients (aged ≥18 years) who had hormone receptor-positive, HER2-negative, node-positive, early breast cancer at a high risk of recurrence",c37659491a000415239367e1978caf776dc39280,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
93,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,"adult patients (aged ≥18 years) who had hormone receptor-positive, HER2-negative, node-positive, early breast cancer at a high risk of recurrence",c37659491a000415239367e1978caf776dc39280,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
94,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,a phase 3 trial comparing atezolizumab plus bevacizumab versus sunitinib in first-line metastatic renal cell carcinoma,ff75c2eee75a5b6c52756cac79f7af79ffc683dd,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
94,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,patients with previously untreated metastatic renal cell carcinoma,d39b284e062de97f1ada89226d8b6168e2099764,False,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
95,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,Eligibility criteria included at least one radiologically confirmed bone metastasis from a histologically confirmed breast cancer.,bb6dc179cfb7920a2b89f8bbae2243766fd6d536,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
95,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,Eligibility criteria included at least one radiologically confirmed bone metastasis from a histologically confirmed breast cancer.,bb6dc179cfb7920a2b89f8bbae2243766fd6d536,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
96,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,men with radiographically documented metastatic castration-resistant prostate cancer that had progressed after docetaxel treatment,7ad600db6616635fc16a44ff62e3125d220e6c0e,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
96,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,men with radiographically documented metastatic castration-resistant prostate cancer that had progressed after docetaxel treatment,7ad600db6616635fc16a44ff62e3125d220e6c0e,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
97,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,"we randomly assigned, in a 1:1 ratio, 559 patients with untreated metastatic, squamous NSCLC",0b402dc18bfbf2b3abe6d6e47c3cc9b7ada85791,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
97,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,"we randomly assigned, in a 1:1 ratio, 559 patients with untreated metastatic, squamous NSCLC",0b402dc18bfbf2b3abe6d6e47c3cc9b7ada85791,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
98,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,"we randomly assigned 322 patients who had metastatic melanoma with a V600E or V600K BRAF mutation to receive either trametinib, an oral selective MEK inhibitor, or chemotherapy",dcbe702f34b4ba40177de4b6f4df1dd179f0d943,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
98,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,"we randomly assigned 322 patients who had metastatic melanoma with a V600E or V600K BRAF mutation to receive either trametinib, an oral selective MEK inhibitor, or chemotherapy in a 2:1 ratio",53a464af8f4765b601194c6ed2b698be42e8d2b2,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
99,anthropic,claude-opus-4-5-20251101,evidence_required,2,NEITHER,"Individuals aged 30 to 64 years with female sex, a primary care clinician, and no hysterectomy were identified through electronic health records (EHRs) and enrolled",b7e8d2cdc9533f4eb4de4a221f8b6dc7bd9167f1,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
99,anthropic,claude-opus-4-5-20251101,evidence_required,3,NEITHER,"Individuals aged 30 to 64 years with female sex, a primary care clinician, and no hysterectomy were identified through electronic health records (EHRs) and enrolled",b7e8d2cdc9533f4eb4de4a221f8b6dc7bd9167f1,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
100,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,"Adults with rectal cancer that had been clinically staged as T2 node-positive, T3 node-negative, or T3 node-positive who were candidates for sphincter-sparing surgery were eligible to participate.",2bb4c508e081004e847881868ce95d43864f22fb,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
100,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,"Adults with rectal cancer that had been clinically staged as T2 node-positive, T3 node-negative, or T3 node-positive who were candidates for sphincter-sparing surgery were eligible to participate.",2bb4c508e081004e847881868ce95d43864f22fb,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
101,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,locoregionally advanced nasopharyngeal carcinoma,2edcecb4d1b79b8fa4d89eb6411cb292d075cebd,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
101,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,locoregionally advanced nasopharyngeal carcinoma,2edcecb4d1b79b8fa4d89eb6411cb292d075cebd,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
102,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,"Randomization was stratified according to programmed death ligand 1 (PD-L1) status, BRAF mutation status, and metastasis stage.",9a226940bcf144b135766bfa4bf9bf3e09e0a381,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
102,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,"Randomization was stratified according to programmed death ligand 1 (PD-L1) status, BRAF mutation status, and metastasis stage.",9a226940bcf144b135766bfa4bf9bf3e09e0a381,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
103,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,To evaluate the safety and efficacy of adjuvant girentuximab on disease-free survival (DFS) and overall survival (OS) in patients with localized completely resected high-risk ccRCC.,e17cfaf030de1c203c1c5a45a0f85f9ffc6a7796,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
103,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,To evaluate the safety and efficacy of adjuvant girentuximab on disease-free survival (DFS) and overall survival (OS) in patients with localized completely resected high-risk ccRCC.,e17cfaf030de1c203c1c5a45a0f85f9ffc6a7796,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
104,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,Eligible patients had pathological stage high-grade T1b or greater with completely resected non-metastatic renal-cell carcinoma,fa08345d653fe100e478be37169783281485351b,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
104,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,"Eligible patients had pathological stage high-grade T1b or greater with completely resected non-metastatic renal-cell carcinoma and adequate cardiac, renal, and hepatic function.",47305802b893796a8363fba1844bb539f1eefa15,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
105,anthropic,claude-opus-4-5-20251101,evidence_required,2,BOTH,"Randomisation was done via the minimisation method with biased-coin balancing for Eastern Cooperative Oncology Group performance status, disease stage at enrolment, and institution.",0cb6744cc662dde9e8f633cc0a52e5bbc16eee32,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
105,anthropic,claude-opus-4-5-20251101,evidence_required,3,BOTH,Patients with small-cell lung cancer that responded to first-line treatment but showed evidence of disease relapse or progression at least 90 days after completion of the first-line treatment were eligible to participate.,7a675638797d3a81ba42bbb525134d8c2a5eaebf,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
106,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,Eligible patients had newly diagnosed metastatic prostate cancer.,cdfbb7de98552d07161d0a6e5601da1211c79bc4,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
106,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,Eligible patients had newly diagnosed metastatic prostate cancer.,cdfbb7de98552d07161d0a6e5601da1211c79bc4,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
107,anthropic,claude-opus-4-5-20251101,evidence_required,2,LOCALIZED,patients with BRCA1 or BRCA2 germline mutation-associated early breast cancer,925a41b4143b75a761a76d588e6b8fbc0d961442,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
107,anthropic,claude-opus-4-5-20251101,evidence_required,3,LOCALIZED,patients with BRCA1 or BRCA2 germline mutation-associated early breast cancer,925a41b4143b75a761a76d588e6b8fbc0d961442,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
108,anthropic,claude-opus-4-5-20251101,evidence_required,2,METASTATIC,"patients with advanced cancer, aged at least 18 years, admitted to the palliative and supportive care unit at the University of Texas MD Anderson Cancer Center (Houston, TX, USA), with refractory agitation",c39b3f6f7eb39a439e7f57b846d303f827a00ac0,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
108,anthropic,claude-opus-4-5-20251101,evidence_required,3,METASTATIC,"patients with advanced cancer, aged at least 18 years, admitted to the palliative and supportive care unit at the University of Texas MD Anderson Cancer Center (Houston, TX, USA), with refractory agitation, despite low-dose haloperidol",0b7f5d5aa0566c9284b0dc46892d61e4b77c7915,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
